,intitule,dateCreation,typeContrat,nombrePostes,lieuTravail.libelle,lieuTravail.latitude,lieuTravail.longitude,lieuTravail.codePostal,lieuTravail.commune,entreprise.nom,competences
69,Lead développeur (H/F),2025-09-17 15:53:45.509000+00:00,CDI,1,  REIMS,49.231129,4.006966,51100.0,51454.0,LE CNAM'IDS,"[{""libelle"": ""Architecture MVC"", ""exigence"": ""E""}, {""libelle"": ""Git"", ""exigence"": ""E""}, {""libelle"": ""CSS/Bootstrap"", ""exigence"": ""E""}, {""libelle"": ""SQL Server"", ""exigence"": ""E""}, {""libelle"": ""Visual Studio, .net, C#"", ""exigence"": ""E""}, {""libelle"": ""jQuery"", ""exigence"": ""S""}]"
70,Développeur Infra Gbs (H/F),2025-09-16 14:13:51.621000+00:00,CDI,1,  ROUEN,49.44463,1.078462,76000.0,76540.0,SOCIETE GESER BEST,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
71,Titre pro Concepteur développeur application H/F  ,2025-09-16 10:02:59.529000+00:00,CDD,1,  BORDEAUX,44.85881,-0.581686,33000.0,33063.0,MES ÉVÈNEMENTS EMPLOIS,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
72,Développeur C++ / QT / Python en alternance - H/F (H/F),2025-09-12 12:11:25.571000+00:00,CDD,1,  GRENOBLE,45.18637,5.711296,38000.0,38185.0,CORYS,
73,Développeur WINDEV (H/F),2025-09-10 17:56:05.982000+00:00,CDI,1,  PARIS ,48.858831,2.379253,75011.0,75111.0,TEAMNET,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
74,Développeur JAVA/JEE (H/F),2025-09-09 11:42:49.243000+00:00,CDI,1,  WASQUEHAL,50.686739,3.14286,59290.0,59646.0,NEXITUM,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""E""}, {""code"": ""109870"", ""libelle"": ""Java"", ""exigence"": ""E""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""E""}, {""code"": ""300242"", ""libelle"": ""Déterminer des mesures correctives"", ""exigence"": ""E""}, {""code"": ""300366"", ""libelle"": ""Recueillir et analyser les besoins client"", ""exigence"": ""E""}, {""code"": ""300188"", ""libelle"": ""Rédiger un cahier des charges, des spécifications techniques"", ""exigence"": ""E""}]"
75,INGENIEUR DÉVELOPPEUR LOGICIEL APPLICATIF (H/F),2025-09-02 09:59:28.988000+00:00,CDI,1,  CAEN,49.167174,-0.347866,14000.0,14118.0,MURATA INTEGRATED PASSIVE SOLUTIONS,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""126535"", ""libelle"": ""Réaliser des études et développements informatiques"", ""exigence"": ""S""}, {""code"": ""113317"", ""libelle"": ""Développer une application en lien avec une base de données"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}, {""code"": ""300679"", ""libelle"": ""Tester un logiciel, un système d'informations, une application"", ""exigence"": ""S""}, {""code"": ""484119"", ""libelle"": ""Gérer les versions de logiciels et leurs mises à jour"", ""exigence"": ""S""}]"
76,Développeur Fullstack (Java/Angular) (H/F),2025-09-01 16:05:38.971000+00:00,CDI,1,  BIOT,43.618857,7.07539,6410.0,6018.0,INOV TEAM LABS,"[{""code"": ""109870"", ""libelle"": ""Java"", ""exigence"": ""E""}]"
77,Développeur .NET (H/F),2025-08-05 15:52:49.623000+00:00,CDI,1,  STRASBOURG,48.602023,7.782983,67000.0,67482.0,SYNOVO GROUP,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
78,"Developpeur / Developpeuse Ignition, winCC, windev (H/F)",2025-08-05 09:02:15.410000+00:00,CDI,1,  GONDREVILLE,48.69288,5.958747,54840.0,54232.0,PROCESS INGENIERIE,"[{""code"": ""104549"", ""libelle"": ""Informatique industrielle"", ""exigence"": ""E""}, {""code"": ""104551"", ""libelle"": ""Techniques d'asservissement et de régulation"", ""exigence"": ""S""}, {""code"": ""104535"", ""libelle"": ""Concevoir les spécifications de l'installation automatisée en fonction du cahier des charges"", ""exigence"": ""S""}, {""code"": ""104537"", ""libelle"": ""Paramétrer un programme d'automatisation pour un automate programmable"", ""exigence"": ""S""}, {""code"": ""104536"", ""libelle"": ""Réaliser l'analyse fonctionnelle de l'installation et la décliner en un programme d'automatisation"", ""exigence"": ""S""}, {""code"": ""104540"", ""libelle"": ""Vérifier le programme d'automatisation par une série de tests sur plate-forme d'essais, en atelier, sur site"", ""exigence"": ""S""}, {""code"": ""300198"", ""libelle"": ""Paramétrer un logiciel, un outil, un système numérique"", ""exigence"": ""S""}]"
79,Développeur / Développeuse Free RPG (H/F),2025-07-28 11:35:18.908000+00:00,CDI,1,  CHARTRES,48.443913,1.489028,28000.0,28085.0,GFP TECHNOLOGIES,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}, {""libelle"": ""Free RPG"", ""exigence"": ""E""}, {""libelle"": ""SQL"", ""exigence"": ""E""}]"
80,Chargé de la transformation numérique des outils informatiques RH (H/F),2025-06-02 10:47:10.773000+00:00,CDD,1,  CHARLEVILLE MEZIERES,49.773514,4.719613,8000.0,8105.0,ARDENNE METROPOLE,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
81,Informaticien industriel (H/F),2025-10-09 14:05:15.091000+00:00,CDI,1,  CASTELSARRASIN,44.039783,1.107112,82100.0,82033.0,MANPOWER FRANCE,
82,Ingénieur Développement Cobol (H/F),2025-10-08 11:27:44.556000+00:00,CDI,1,  SCHILTIGHEIM,48.605277,7.748604,67300.0,67447.0,ALTECA,"[{""code"": ""126535"", ""libelle"": ""Réaliser des études et développements informatiques"", ""exigence"": ""E""}]"
83,AQUITEC / Analyste développeur Graphtalk H/F,2025-10-06 15:17:08.182000+00:00,CDI,1,  MERIGNAC,44.844455,-0.680291,33700.0,33281.0,STAND AXA WEALTH SERVICES,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
84,Ingénieur DevOps (H/F),2025-10-06 10:28:02.748000+00:00,CDI,1,  TOULOUSE,43.620083,1.470166,31000.0,31555.0,LYNX RH SERVICES,
85,Ingénieur en développement Java (h/f),2025-10-03 17:11:04.076000+00:00,CDI,1,  STRASBOURG,48.584283,7.77867,67000.0,67482.0,ADECCO FRANCE,
86,Développeur Java Axelor (H/F),2025-10-03 10:53:43.473000+00:00,CDI,1,  NOGENT SUR SEINE,48.492518,3.498124,10400.0,10268.0,POK,
87,Ingénieur Débutant - Orléans (H/F),2025-10-03 10:43:27.812000+00:00,CDI,1,  ORLANS,47.837069,1.933921,45000.0,45234.0,SOPRA STERIA GROUP,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
88,Ingénieur des Procédés (h/f),2025-10-02 16:48:40.087000+00:00,MIS,1,  SAINTPRIEST,45.694466,4.935537,69800.0,69290.0,ADECCO,
89,Informaticien (H/F),2025-10-01 10:20:54.227000+00:00,MIS,1,  VAUDREUIL,49.255059,1.205038,27100.0,27528.0,PROMAN,
90,Informaticien Polyvalent (H/F),2025-09-30 15:46:32.353000+00:00,CDI,1,  CHAMBLY,49.166076,2.24455,60230.0,60139.0,,"[{""code"": ""481933"", ""libelle"": ""Sécurité des applications"", ""exigence"": ""E""}, {""code"": ""487037"", ""libelle"": ""Assurer la mise à jour des logiciels de systèmes de sécurité"", ""exigence"": ""E""}, {""code"": ""300199"", ""libelle"": ""Développer un logiciel, un système d'informations, une application"", ""exigence"": ""E""}, {""libelle"": ""Solides connaissances en gestion de réseau"", ""exigence"": ""E""}, {""libelle"": "" Maîtrise de Microsoft Access"", ""exigence"": ""E""}]"
91,Informaticien en centre de qualification et d'intégration (H/F),2025-09-30 10:07:41.188000+00:00,CDD,1,  ANGERS,47.452983,-0.525665,49000.0,49007.0,ESI ANGERS,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""113317"", ""libelle"": ""Développer une application en lien avec une base de données"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
92,"Informaticien(ne) Systèmes et Réseaux, support utilisateurs F/H/ (H/F)",2025-09-26 10:50:42.549000+00:00,MIS,1,  VITROLLES,43.426232,5.278694,13127.0,13117.0,AD HOC INTERIM & RECRUTEMENT,"[{""code"": ""109854"", ""libelle"": ""Systèmes d'exploitation informatique"", ""exigence"": ""S""}, {""code"": ""484914"", ""libelle"": ""Collaborer avec les développeurs pour améliorer la qualité du logiciel"", ""exigence"": ""S""}, {""code"": ""484119"", ""libelle"": ""Gérer les versions de logiciels et leurs mises à jour"", ""exigence"": ""S""}, {""code"": ""300641"", ""libelle"": ""Piloter les fonctionnalités des équipements et systèmes de sécurité informatique"", ""exigence"": ""S""}, {""code"": ""486495"", ""libelle"": ""Respecter les normes de sécurité informatique dans le développement"", ""exigence"": ""S""}, {""code"": ""121931"", ""libelle"": ""Vérifier la conformité d'une réalisation avec un cahier des charges"", ""exigence"": ""S""}]"
93,Informaticien/ne (H/F),2025-09-25 15:47:27.783000+00:00,CDI,1,  ORANGE,44.137463,4.807211,84100.0,84087.0,AT SERVICES,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""E""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""E""}]"
94,backend-devops-engineer (h/f),2025-09-24 10:01:10.558000+00:00,CDI,1,  PARIS ,48.846127,2.344508,75005.0,75105.0,BOT RESOURCES,
95,Senior Full-Stack Engineer (H/F),2025-09-24 09:53:58.703000+00:00,CDI,1,  PARIS ,48.846127,2.344508,75005.0,75105.0,BOT RESOURCES,
97,DEVELOPPEUR JAVA - SUPPORT APPLICATIF (H/F),2025-09-18 11:50:43.066000+00:00,CDI,1,  LE PLESSIS ROBINSON,48.782195,2.262246,92350.0,92060.0,PERCALL,
98,Un(e) Développeur Back-End & Systèmes Embarqués (H/F),2025-09-10 21:12:35.939000+00:00,CDI,1,  LISSES,48.598079,2.424457,91090.0,91340.0,E-THIK,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
99,Analyste Développeur COBOL Gbs (H/F),2025-09-10 16:52:28.896000+00:00,CDI,1,  LILLE,50.612754,3.047638,59000.0,59350.0,SOCIETE GESER BEST,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
100,Developer Fullstack Senior (H/F),2025-05-23 14:59:06.752000+00:00,CDI,1,  LILLE,50.612754,3.047638,59000.0,59350.0,MARILOO,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
101,Senior Software Engineer (H/F),2025-05-13 15:16:36.456000+00:00,CDI,1,  GENTILLY,48.81556,2.348124,94250.0,94037.0,EDITIONS TECHNIQUES POUR L'AUTOMOBILE ET,
102,Ingénieur.e développement Junior (H/F),2025-05-05 10:27:25.656000+00:00,CDI,1,  ST JEAN BONNEFONDS,45.44913,4.444545,42650.0,42237.0,ASTREE SOFTWARE,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
103,Analyste Programmeur Cobol F/H (H/F),2025-10-06 17:12:29.627000+00:00,CDI,1,  STRASBOURG,48.584283,7.77867,67000.0,67482.0,,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""E""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""E""}]"
104,Responsable Applicatif - CDI - Ivry-sur-Seine (94) (H/F),2025-10-06 16:09:58.108000+00:00,CDI,1,  IVRYSURSEINE,48.811987,2.3875,94200.0,94041.0,ADEF HABITAT,
105,Réfèrent ERP Sage X3 H/F (H/F),2025-10-06 11:02:36.999000+00:00,CDI,1,  MIRIBEL,45.822433,4.95293,1700.0,1249.0,DANEM PEOPLE FRANCE,
106,Analyste Programmeur (SAP ABAP) (H/F),2025-10-03 15:38:55.379000+00:00,CDI,1,  MONTPELLIER,43.626378,3.882533,34000.0,34172.0,ABXWEB - ABXDIAGNOSTICS,
107,Analyste-programmeur Adelia (H/F),2025-10-02 17:19:32.655000+00:00,CDI,1,  TOULOUSE,43.647434,1.432152,31000.0,31555.0,MUTUELLE DU REMPART,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""404081"", ""libelle"": ""BTS services informatiques aux organisations option B : solutions logicielles et applications métiers"", ""exigence"": ""S""}, {""code"": ""404136"", ""libelle"": ""Licence pro mention métiers de l'informatique : conception, développement et test de logiciels"", ""exigence"": ""S""}, {""code"": ""400261"", ""libelle"": ""Coder"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}, {""code"": ""113317"", ""libelle"": ""Développer une application en lien avec une base de données"", ""exigence"": ""S""}, {""code"": ""485121"", ""libelle"": ""Maintenir à jour la documentation technique et les manuels d'utilisation"", ""exigence"": ""S""}, {""code"": ""300679"", ""libelle"": ""Tester un logiciel, un système d'informations, une application"", ""exigence"": ""S""}, {""code"": ""484405"", ""libelle"": ""Traiter les retours utilisateurs pour améliorer les systèmes"", ""exigence"": ""S""}]"
108,Ingénieur Concepteur en VHDL et logiciel embarqué F/H (H/F),2025-10-01 16:58:31.866000+00:00,CDI,1,  SAINTCLOUD,48.843788,2.219126,92210.0,92064.0,DASSAULT AVIATION,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
109,Analystes programmeurs mainframe (H/F),2025-09-29 15:12:49.571000+00:00,CDI,2,  SCHILTIGHEIM,48.605277,7.748604,67300.0,67447.0,CELAD,"[{""code"": ""400261"", ""libelle"": ""Coder"", ""exigence"": ""S""}]"
110,Technicien support utilisateurs H/F (H/F),2025-09-26 10:13:51.405000+00:00,CDI,1,  GUJAN MESTRAS,44.635858,-1.071403,33470.0,33199.0,SARL SYNAMBU,"[{""code"": ""491028"", ""libelle"": ""BTS services informatiques aux organisations option A : solutions d'infrastructure, systèmes et réseaux"", ""exigence"": ""S""}, {""code"": ""404081"", ""libelle"": ""BTS services informatiques aux organisations option B : solutions logicielles et applications métiers"", ""exigence"": ""S""}, {""code"": ""481371"", ""libelle"": ""Gestion de projet informatique"", ""exigence"": ""S""}, {""code"": ""478631"", ""libelle"": ""Sécurité des applications web"", ""exigence"": ""S""}, {""code"": ""109854"", ""libelle"": ""Systèmes d'exploitation informatique"", ""exigence"": ""S""}, {""code"": ""400199"", ""libelle"": ""Analyser les besoins informatiques"", ""exigence"": ""S""}, {""code"": ""300393"", ""libelle"": ""Concevoir et mettre en oeuvre une stratégie digitale"", ""exigence"": ""S""}, {""code"": ""484402"", ""libelle"": ""Documenter les procédures techniques pour les utilisateurs"", ""exigence"": ""S""}, {""code"": ""485121"", ""libelle"": ""Maintenir à jour la documentation technique et les manuels d'utilisation"", ""exigence"": ""S""}, {""code"": ""400192"", ""libelle"": ""Optimiser les processus de qualité pour assurer la fiabilité des logiciels"", ""exigence"": ""S""}, {""code"": ""486495"", ""libelle"": ""Respecter les normes de sécurité informatique dans le développement"", ""exigence"": ""S""}, {""code"": ""113330"", ""libelle"": ""Superviser, coordonner les réalisations ou développements informatiques (collaborateurs, sous-traitants)"", ""exigence"": ""S""}, {""code"": ""403361"", ""libelle"": ""Surveiller les tendances du marché digital"", ""exigence"": ""S""}, {""code"": ""300679"", ""libelle"": ""Tester un logiciel, un système d'informations, une application"", ""exigence"": ""S""}, {""code"": ""484405"", ""libelle"": ""Traiter les retours utilisateurs pour améliorer les systèmes"", ""exigence"": ""S""}, {""code"": ""121931"", ""libelle"": ""Vérifier la conformité d'une réalisation avec un cahier des charges"", ""exigence"": ""S""}]"
111,Analyste-programmeur / Analyste-programmeuse PHP (H/F),2025-09-25 16:47:34.909000+00:00,CDI,1,  VIENNE,45.52817,4.880054,38200.0,38544.0,IMAGINE DEVELOPPEMENT,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
112,Assistant applications métiers H/F (H/F),2025-09-24 17:56:30.384000+00:00,CDI,1,  MODANE,45.201466,6.672899,73500.0,73157.0,R2T BTP,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
113,RESPONSABLE D'APPLICATIONS (H/F),2025-09-22 17:22:48.410000+00:00,CDI,1,  CHELLES,48.901795,2.593004,77500.0,77108.0,MAIRIE,"[{""code"": ""300688"", ""libelle"": ""Application web"", ""exigence"": ""S""}, {""code"": ""109846"", ""libelle"": ""Concevoir une application web"", ""exigence"": ""S""}]"
114,Chargé de Domaine Applicatif (H/F),2025-09-15 09:46:42.221000+00:00,CDI,1,  DAGNEUX,45.850943,5.075255,1120.0,1142.0,OTEGO,"[{""code"": ""102732"", ""libelle"": ""Langages de programmation informatique"", ""exigence"": ""E""}, {""code"": ""121126"", ""libelle"": ""Progiciels de gestion intégrée d'entreprise (ERP)"", ""exigence"": ""E""}, {""code"": ""404053"", ""libelle"": ""Systèmes de gestion de base de données"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""300199"", ""libelle"": ""Développer un logiciel, un système d'informations, une application"", ""exigence"": ""E""}]"
115,Chargé de Domaine Applicatif (H/F),2025-09-15 09:45:53.963000+00:00,CDI,1,  DAGNEUX,45.850943,5.075255,1120.0,1142.0,OTEGO,"[{""code"": ""102732"", ""libelle"": ""Langages de programmation informatique"", ""exigence"": ""E""}, {""code"": ""121126"", ""libelle"": ""Progiciels de gestion intégrée d'entreprise (ERP)"", ""exigence"": ""E""}, {""code"": ""404053"", ""libelle"": ""Systèmes de gestion de base de données"", ""exigence"": ""E""}, {""code"": ""300067"", ""libelle"": ""Analyser, exploiter, structurer des données"", ""exigence"": ""E""}, {""code"": ""300199"", ""libelle"": ""Développer un logiciel, un système d'informations, une application"", ""exigence"": ""E""}]"
